ZEIT,PLR_ID,PLR_NAME,EW,BEZ_ID,S1,S1_SD_GR,S1_AG_GR,S2,S2_SD_GR,S2_AG_GR,S3,S3_SD_GR,S3_AG_GR,S4,S4_SD_GR,S4_AG_GR,D1,D1_SD_GR,D1_AG_GR,D2,D2_SD_GR,D2_AG_GR,D3,D3_SD_GR,D3_AG_GR,D4,D4_SD_GR,D4_AG_GR,KOM
202012,"07300515",Taunusstraße,6860,"07",1.92518,1,1,,,,4.6793,2,1,7.59346,1,1,0.51703,2,4,,,,-0.1255,2,3,0.05921,2,4,gültig
202012,"07300516",Odenwaldstraße,8839,"07",2.04082,2,2,,,,4.85349,2,1,7.6225,1,1,0.48983,2,4,,,,-0.1761,2,3,0.0947,2,4,gültig
202012,"07300517",Perelsplatz,8767,"07",2.0451,2,2,,,,4.90476,2,1,6.91164,1,1,0.55151,2,4,,,,-0.68395,2,3,-1.65508,2,3,gültig
202012,"07300618",Ceciliengärten,9371,"07",2.51209,2,2,,,,5.73044,2,2,10.26518,2,2,0.49775,2,4,,,,-0.68973,2,3,-1.71758,2,3,gültig
202012,"07300619",Grazer Platz,12302,"07",4.58768,2,3,,,,12.69712,2,3,26.39769,2,3,0.81982,2,4,,,,-0.03778,2,3,1.36865,2,4,gültig
202012,"07400720",Gontermannstraße,12038,"07",5.66502,2,3,,,,11.84582,2,3,27.8481,2,3,1.45794,2,5,,,,-1.23129,2,2,-0.62872,2,3,gültig
202012,"07400721",Paradestraße,5464,"07",2.58572,2,2,,,,8.65666,2,2,14.21053,2,2,0.36298,2,4,,,,-1.0139,2,2,-0.78162,2,3,gültig
202012,"07400822",Lindenhofsiedlung,2255,"07",4.82809,2,3,,,,11.04213,2,3,21.48148,2,3,0.50844,2,4,,,,-2.09132,2,1,-4.44445,2,1,gültig
202012,"07400823",Wittekindstraße,9832,"07",5.21081,2,3,,,,13.78153,2,3,34.38767,2,4,0.15726,1,4,,,,-0.73493,2,3,-3.62299,2,2,gültig
202012,"07400824",Bosepark,7390,"07",4.59194,2,3,,,,11.06901,2,3,22.86528,2,3,1.21892,2,5,,,,0.03058,2,4,0.84326,2,4,gültig
202012,"07400825",Friedrich-Karl-Straße,7360,"07",4.99072,2,3,,,,12.14674,2,3,28.98089,2,3,1.00562,2,5,,,,-1.69206,2,2,-2.01699,2,2,gültig
202012,"07400826",Marienhöhe,5114,"07",3.48618,2,2,,,,10.42237,2,3,22.2028,2,3,0.29868,2,4,,,,-0.47062,2,3,-1.40831,2,3,gültig
202012,"07400927",Rathaus Tempelhof,11104,"07",6.30108,2,4,,,,14.44524,2,3,36.20237,2,4,1.20637,2,5,,,,-1.1063,2,2,-1.29763,2,3,gültig
202012,"07400928",Germaniagarten,3980,"07",9.31864,3,5,,,,23.51759,4,5,58.23009,4,5,1.35926,2,5,,,,-3.25329,1,1,0.08677,2,4,gültig
202012,"07501029",Ringstraße,8138,"07",6.18781,2,4,,,,14.21725,2,3,35.90952,2,4,0.79848,2,4,,,,-1.04085,2,2,-2.21484,2,2,gültig
202012,"07501030",Machonstraße,8890,"07",6.14127,2,4,,,,14.45444,2,3,35.38851,2,4,0.58765,2,4,,,,-1.70019,2,2,-2.69439,2,2,gültig
202012,"07501031",Eisenacher Straße,9101,"07",4.88611,2,3,,,,11.31744,2,3,26.63317,2,3,0.80067,2,4,,,,-1.06516,2,2,-3.01507,2,2,gültig
202012,"07501032",Imbrosweg,5653,"07",5.39283,2,3,,,,12.87812,2,3,28.51064,2,3,0.86128,2,4,,,,-0.85153,2,3,0.77238,2,4,gültig
202012,"07501133",Fritz-Werner-Straße,8141,"07",6.58589,2,4,,,,12.52917,2,3,30.03229,2,4,1.45467,2,5,,,,-1.5366,2,2,-5.60785,1,1,gültig
202012,"07501134",Hundsteinweg,10584,"07",4.1564,2,3,,,,8.62623,2,2,23.65115,2,3,1.09418,2,5,,,,-1.12735,2,2,-2.67679,2,2,gültig
202012,"07501135",Birnhornweg,2233,"07",2.27774,2,2,,,,4.1648,2,1,10.48387,2,2,1.11916,2,5,,,,-0.07656,2,3,-1.82956,2,3,gültig
202012,"07601236",Marienfelder Allee Nordwest,10193,"07",8.62315,3,5,,,,19.73904,3,4,48.47188,3,5,2.7624,3,6,,,,-0.50804,2,3,3.87151,3,5,gültig
202012,"07601237",Kirchstraße,4740,"07",2.13425,2,2,,,,4.68354,2,1,10.69079,2,2,0.59051,2,4,,,,0.13325,2,4,1.73314,2,4,gültig
202012,"07601238",Marienfelde Nordost,2869,"07",5.35602,2,3,,,,12.4085,2,3,37.29604,2,4,1.45174,2,5,,,,-1.78234,2,2,-2.90247,2,2,gültig
202012,"07601339",Tirschenreuther Ring West,5749,"07",8.0481,3,5,,,,17.75961,2,4,41.01655,2,5,2.31639,3,6,,,,-0.67317,2,3,-1.56014,2,3,gültig
202012,"07601340",Tirschenreuther Ring Ost,6429,"07",6.72119,2,4,,,,17.80992,2,4,41.68443,3,5,1.7378,2,5,,,,-1.03066,2,2,-0.13572,2,3,gültig
202012,"07601341",Diedersdorfer Weg,2284,"07",4.35109,2,3,,,,9.67601,2,2,17.54967,2,2,0.58843,2,4,,,,0.61708,3,4,4.82882,3,6,gültig
202012,"07601442",Kettinger Straße,10498,"07",2.86487,2,2,,,,6.1345,2,2,15.0037,2,2,0.43009,2,4,,,,-0.84821,2,3,-2.08967,2,2,gültig
202012,"07601443",Töpchiner Weg,10895,"07",3.09593,2,2,,,,8.8022,2,2,20.83071,2,3,0.75807,2,4,,,,0.25769,2,4,2.61901,2,5,gültig
202012,"07601544",John-Locke-Straße,8485,"07",6.29969,2,4,,,,13.02298,2,3,27.88462,2,3,1.13782,2,5,,,,-1.24404,2,2,-4.0372,2,1,gültig
202012,"07601545",Nahariyastraße,8431,"07",9.37746,3,5,,,,24.7183,4,5,57.58645,4,5,1.38843,2,5,,,,-1.55993,2,2,-1.61087,2,3,gültig
202012,"07601546",Franziusweg,6978,"07",1.88073,1,1,,,,4.45686,2,1,8.33333,2,1,0.48055,2,4,,,,0.04781,2,4,0.12934,2,4,gültig
202012,"07601547",Horstwalder Straße,3859,"07",4.25725,2,3,,,,9.74346,2,2,27.77778,2,3,1.02859,2,5,,,,0.77496,3,4,4.40344,3,6,gültig
202012,"07601548",Wittelsbacherstraße,2964,"07",1.45278,1,1,,,,4.8583,2,1,15.21253,2,2,0.21165,2,4,,,,-0.68605,2,3,-3.82417,2,2,gültig
202012,"08100101",Hasenheide,4516,"08",9.15273,3,5,,,,19.22055,3,4,40.41746,2,5,2.01188,3,6,,,,-1.33979,2,2,0.63446,2,4,gültig
202012,"08100102",Schillerpromenade Nord,8218,"08",8.34602,3,5,,,,16.20832,2,4,37.86096,2,4,1.97556,2,5,,,,-1.72685,2,2,0.45638,2,4,gültig
202012,"08100103",Schillerpromenade Süd,7473,"08",8.54944,3,5,,,,17.12833,2,4,39.84199,2,4,1.97396,2,5,,,,-2.1453,2,1,-5.56096,1,1,gültig
202012,"08100104",Wartheplatz,6706,"08",11.07376,4,5,,,,21.24963,3,5,55.62061,4,5,3.22741,3,6,,,,-3.21414,1,1,-4.90571,1,1,gültig
202012,"08100105",Silbersteinstraße,5567,"08",11.73393,4,5,,,,24.44764,4,5,62.40695,4,5,2.80793,3,6,,,,-5.73916,1,1,-0.98371,2,3,gültig
202012,"08100206",Flughafenstraße,9668,"08",8.24876,3,5,,,,17.98717,2,4,43.15315,3,5,1.92475,2,5,,,,-1.87523,2,2,-3.69885,2,2,gültig
202012,"08100207",Rollberg,7451,"08",12.74717,4,5,,,,26.34546,4,5,52.69509,4,5,3.85064,3,6,,,,-4.97227,1,1,-4.549,2,1,gültig
202012,"08100208",Körnerpark,12288,"08",9.74744,4,5,,,,19.36849,3,4,49.78274,4,5,2.97655,3,6,,,,-2.47816,1,1,-1.16993,2,3,gültig
202012,"08100209",Glasower Straße,8524,"08",11.69938,4,5,,,,23.54528,4,5,55.92417,4,5,2.94539,3,6,,,,-3.83059,1,1,-3.88535,2,2,gültig
202012,"08100310",Maybachufer,7877,"08",5.81994,2,3,,,,13.40612,2,3,28.77907,2,3,1.44154,2,5,,,,-1.00875,2,2,-0.4324,2,3,gültig
202012,"08100311",Reuterplatz,7342,"08",5.50941,2,3,,,,12.19014,2,3,24.4143,2,3,1.43119,2,5,,,,-0.83996,2,3,-2.68629,2,2,gültig
202012,"08100312",Weichselplatz,11788,"08",7.29896,2,4,,,,15.71089,2,4,36.46643,2,4,1.97948,2,5,,,,-1.58351,2,2,-1.94902,2,3,gültig
202012,"08100313",Bouchéstraße,3868,"08",8.18018,3,5,,,,16.62358,2,4,39.24051,2,4,2.14538,3,6,,,,-2.91105,1,1,-8.61843,1,1,gültig
202012,"08100314",Donaustraße,8264,"08",8.90682,3,5,,,,19.97822,3,4,52.21675,4,5,2.67457,3,6,,,,-3.19831,1,1,-3.72475,2,2,gültig
202012,"08100415",Ganghoferstraße,6530,"08",7.51673,2,4,,,,16.23277,2,4,38.48837,2,4,2.10878,3,6,,,,-2.69948,1,1,-4.47081,2,1,gültig
202012,"08100416",Alt-Rixdorf,6562,"08",7.97872,3,4,,,,16.76318,2,4,36.3109,2,4,2.08515,3,6,,,,-2.20389,2,1,-1.60379,2,3,gültig
202012,"08100417",Braunschweiger Straße,9919,"08",10.16427,4,5,,,,20.03226,3,5,48.25175,3,5,2.82345,3,6,,,,-2.81392,1,1,-2.66534,2,2,gültig
202012,"08100418",Hertzbergplatz,9588,"08",7.69024,2,4,,,,15.61327,2,4,37.95234,2,4,1.82173,2,5,,,,-1.92329,2,2,-4.1663,2,1,gültig
202012,"08100419",Treptower Straße Nord,7100,"08",13.64166,4,5,,,,28.84507,4,5,68.32653,4,5,4.05369,3,6,,,,-2.93429,1,1,-1.18664,2,3,gültig
202012,"08100520",Weiße Siedlung,5767,"08",16.01161,4,5,,,,34.76678,4,5,67.52739,4,5,5.42337,3,6,,,,-4.04126,1,1,0.58273,2,4,gültig
202012,"08100521",Schulenburgpark,9620,"08",17.79488,4,5,,,,36.58004,4,5,74.67833,4,5,4.93028,3,6,,,,-4.48043,1,1,-1.63244,2,3,gültig
202012,"08200622",Jahnstraße,5608,"08",14.08943,4,5,,,,27.99572,4,5,60.89439,4,5,3.57407,3,6,,,,-3.19028,1,1,0.5376,2,4,gültig
202012,"08200623",Park am Buschkrug,6064,"08",7.33138,2,4,,,,17.18338,2,4,35.81758,2,4,2.18253,3,6,,,,-0.55367,2,3,2.32053,2,5,gültig
202012,"08200624",Tempelhofer Weg,8754,"08",9.62315,4,5,,,,19.88805,3,4,48.87543,3,5,2.52856,3,6,,,,-1.09374,2,2,0.03224,2,4,gültig
202012,"08200725",Mohriner Allee Nord,2455,"08",4.61538,2,3,,,,6.35438,2,2,14.42308,2,2,2.51142,3,6,,,,0.37006,2,4,-0.08309,2,3,gültig
202012,"08200726",Hufeisensiedlung,6271,"08",5.2881,2,3,,,,11.17844,2,3,23.58491,2,3,1.62863,2,5,,,,-0.49389,2,3,0.80713,2,4,gültig
202012,"08200727",Parchimer Allee Süd,7983,"08",6.20081,2,4,,,,11.96292,2,3,33.83028,2,4,1.24151,2,5,,,,-1.72889,2,2,-2.96879,2,2,gültig
202012,"08200728",Ortolanweg,1253,"08",6.17608,2,4,,,,16.83958,2,4,38.0597,2,4,0.95415,2,4,,,,0.60227,3,4,-7.97205,1,1,gültig
202012,"08200729",Britzer Garten,1865,"08",3.49127,2,2,,,,5.68365,2,2,8.9172,2,1,0.54514,2,4,,,,-1.03358,2,2,0.63905,2,4,gültig
202012,"08200730",Handwerker-Siedlung,3321,"08",6.99904,2,4,,,,9.33454,2,2,20.86957,2,3,3.51954,3,6,,,,-1.60249,2,2,0.10454,2,4,gültig
202012,"08200831",Buckow West,8320,"08",4.71426,2,3,,,,7.95673,2,2,20.95517,2,3,1.72127,2,5,,,,-0.15942,2,3,0.95517,2,4,gültig
202012,"08200832",Buckow Mitte,11578,"08",6.20155,2,4,,,,11.37502,2,3,32.80757,2,4,2.16368,3,6,,,,0.22044,2,4,3.4365,3,5,gültig
202012,"08200833",Buckow Ost,8698,"08",8.64379,3,5,,,,16.69349,2,4,44.19971,3,5,3.03007,3,6,,,,-2.60376,1,1,-3.53089,2,2,gültig
202012,"08300934",Gropiusstadt Nord-West,12534,"08",10.89015,4,5,,,,20.96697,3,5,51.10178,4,5,3.55562,3,6,,,,-3.19481,1,1,-4.96631,1,1,gültig
202012,"08300935",Gropiusstadt Süd-West,7303,"08",7.32121,2,4,,,,13.78885,2,3,40.8313,2,5,1.8094,2,5,,,,-2.27319,2,1,-5.1613,1,1,gültig
202012,"08301036",Gropiusstadt Mitte,7190,"08",9.80392,4,5,,,,19.70793,3,4,45.04587,3,5,2.72663,3,6,,,,-2.43326,1,1,-3.97722,2,2,gültig
202012,"08301037",Gropiusstadt Süd-Ost,10564,"08",11.22987,4,5,,,,21.49754,3,5,48.81434,3,5,3.809,3,6,,,,-0.00387,2,3,3.77518,3,5,gültig
202012,"08401138",Goldhähnchenweg,2834,"08",8.83905,3,5,,,,17.29005,2,4,48.82075,3,5,1.17261,2,5,,,,-0.2483,2,3,1.60471,2,4,gültig
202012,"08401139",Vogelviertel Süd,4103,"08",4.91935,2,3,,,,8.18913,2,2,23.45972,2,3,2.24849,3,6,,,,-0.90397,2,3,-2.60544,2,2,gültig
202012,"08401140",Vogelviertel Nord,2661,"08",4.84247,2,3,,,,9.35738,2,2,21.875,2,3,1.6261,2,5,,,,-0.72101,2,3,-1.92103,2,3,gültig
202012,"08401241",Blumenviertel,8264,"08",3.04459,2,2,,,,5.55421,2,2,15.9292,2,2,0.76561,2,4,,,,0.28658,2,4,1.84208,2,4,gültig
202012,"08401242",Zittauer Straße,6844,"08",2.4647,2,2,,,,4.98247,2,1,15.63555,2,2,0.56292,2,4,,,,0.4529,2,4,3.98849,3,5,gültig
202012,"08401243",Alt-Rudow,9997,"08",5.37545,2,3,,,,9.19276,2,2,26.20321,2,3,1.70618,2,5,,,,-1.4712,2,2,-3.27047,2,2,gültig
202012,"08401244",Waßmannsdorfer Chaussee,7118,"08",2.34058,2,2,,,,4.27086,2,1,11.1002,2,2,0.61106,2,4,,,,-0.32192,2,3,1.02517,2,4,gültig
202012,"08401245",Frauenviertel,3776,"08",3.25785,2,2,,,,9.13665,2,2,20.7483,2,3,1.03563,2,5,,,,0.1444,2,4,2.04911,2,5,gültig
202012,"08401246",Waltersdorfer Chaussee Ost,7951,"08",4.53895,2,3,,,,9.36989,2,2,25.61576,2,3,1.49029,2,5,,,,0.69398,3,4,3.90695,3,5,gültig
202012,"09100101",Alt-Treptow,13167,"09",4.74341,2,3,,,,9.50862,2,2,16.4551,2,2,0.37646,2,4,,,,-0.80238,2,3,-1.11039,2,3,gültig
202012,"09100202",Plänterwald West,4375,"09",3.02721,2,2,,,,5.85143,2,2,8.37989,2,1,0.84274,2,4,,,,0.06935,2,4,-0.82341,2,3,gültig
202012,"09100203",Plänterwald Ost,6924,"09",5.60326,2,3,,,,9.34431,2,2,30.62914,2,4,1.40503,2,5,,,,-0.94222,2,3,-1.0574,2,3,gültig
202012,"09100304",Baumschulenweg West,11722,"09",4.36822,2,3,,,,6.84184,2,2,17.31975,2,2,1.13534,2,5,,,,-0.87484,2,3,-3.36709,2,2,gültig
202012,"09100305",Baumschulenweg Ost,4074,"09",6.60155,2,4,,,,8.29651,2,2,16.25835,2,2,2.32073,3,6,,,,-1.14738,2,2,-0.59814,2,3,gültig
202012,"09100306",Späthsfelde,3098,"09",3.30285,2,2,,,,7.52098,2,2,22.48521,2,3,2.41835,3,6,,,,4.54931,3,6,15.2023,3,6,gültig
202012,"09100407",Johannisthal West,8480,"09",3.99508,2,2,,,,6.13208,2,2,17.98942,2,2,0.80271,2,4,,,,-0.78313,2,3,-2.70024,2,2,gültig
202012,"09100408",Johannisthal Ost,8105,"09",4.07909,2,3,,,,8.22949,2,2,19.09722,2,2,0.68681,2,4,,,,-1.03577,2,2,-1.18373,2,3,gültig
202012,"09100409",Landschaftspark Adlershof,3375,"09",1.46299,1,1,,,,4.56296,2,1,10.46278,2,2,-0.03594,1,3,,,,-0.10527,2,3,3.36105,3,5,gültig
202012,"09200510",Helmholtz-Kiez,7535,"09",8.03324,3,5,,,,16.31055,2,4,42.4186,3,5,1.20327,2,5,,,,-1.88356,2,2,-0.89937,2,3,gültig
202012,"09200511",Griechischer Park,12663,"09",6.4174,2,4,,,,14.12777,2,3,32.15548,2,4,1.34853,2,5,,,,-0.70976,2,3,0.55974,2,4,gültig
202012,"09200512",Wuhlheide,3440,"09",7.38592,2,4,,,,11.88953,2,3,30.68783,2,4,0.57358,2,4,,,,-2.78301,1,1,-1.9027,2,3,gültig
202012,"09200613",Bahnhof Schöneweide,9424,"09",5.32314,2,3,,,,11.41766,2,3,29.65723,2,3,0.54356,2,4,,,,-3.55447,1,1,-8.34734,1,1,gültig
202012,"09200614",Oberspree,3580,"09",4.4316,2,3,,,,7.73743,2,2,23.11321,2,3,0.59651,2,4,,,,-0.57035,2,3,0.64944,2,4,gültig
202012,"09200715",Wista,3059,"09",1.59731,1,1,,,,4.93625,2,1,14.89362,2,2,0.65179,2,4,,,,2.43896,3,6,8.15205,3,6,gültig
202012,"09200716",Dörpfeldstraße West,7669,"09",5.1233,2,3,,,,9.31021,2,2,23.90057,2,3,1.14795,2,5,,,,-0.85883,2,3,-0.67315,2,3,gültig
202012,"09200717",Dörpfeldstraße Ost,9482,"09",5.21524,2,3,,,,8.87998,2,2,23.82909,2,3,1.47268,2,5,,,,-0.7412,2,3,0.70571,2,4,gültig
202012,"09200818",Spindlersfeld,3061,"09",4.75504,2,3,,,,8.29794,2,2,15.49296,2,2,1.3899,2,5,,,,-0.55552,2,3,-1.33168,2,3,gültig
202012,"09200819",Köllnische Vorstadt,8292,"09",6.71046,2,4,,,,15.6657,2,4,37.42775,2,4,1.1507,2,5,,,,-2.12106,2,1,-4.43616,2,1,gültig
202012,"09300920",Dorf Altglienicke,11751,"09",2.19321,2,2,,,,5.12297,2,2,13.03689,2,2,0.6785,2,4,,,,1.23638,3,5,4.247,3,6,gültig
202012,"09300921",Preußen Siedlung,2697,"09",1.78472,1,1,,,,2.52132,1,1,4.70914,1,1,-0.05754,1,3,,,,-0.5399,2,3,-2.53724,2,2,gültig
202012,"09300922",Kosmos Viertel,5660,"09",10.2537,4,5,,,,22.40283,4,5,54.30328,4,5,3.09045,3,6,,,,-0.26266,2,3,4.35687,3,6,gültig
202012,"09300923",Kölner Viertel,8169,"09",5.35422,2,3,,,,13.31864,2,3,29.75671,2,3,1.45293,2,5,,,,0.96404,3,4,4.05339,3,6,gültig
202012,"09301024",Falkenberg,2417,"09",1.20805,1,1,,,,2.60654,1,1,3.40314,1,1,0.42008,2,4,,,,-0.2506,2,3,-0.20797,2,3,gültig
202012,"09301025",Alt-Bohnsdorf,10760,"09",3.1071,2,2,,,,5.00929,2,2,12.49133,2,2,0.69525,2,4,,,,-0.89582,2,3,-2.26391,2,2,gültig
202012,"09301126",Grünau,7217,"09",2.68545,2,2,,,,4.10143,2,1,9.46502,2,1,0.70501,2,4,,,,-0.86029,2,3,-1.3142,2,3,gültig
202012,"09301227",Karolinenhof,1871,"09",1.52964,1,1,,,,1.54997,1,1,1.98413,1,1,1.249,2,5,,,,0.24064,2,4,0.25253,2,4,gültig
202012,"09301228",Schmöckwitz/Rauchfangswerder,2571,"09",1.8046,1,1,,,,2.99494,1,1,7.52089,1,1,1.00361,2,5,,,,-0.76913,2,3,-2.78552,2,2,gültig
202012,"09401329",Kietzer Feld/Nachtheide,10138,"09",3.16206,2,2,,,,4.45847,2,1,9.66135,2,1,0.97768,2,4,,,,-0.74459,2,3,-0.89831,2,3,gültig
202012,"09401330",Wendenschloß,1911,"09",0.88496,1,1,,,,1.93616,1,1,3.14685,1,1,0.34781,2,4,,,,0.1448,2,4,0.23776,2,4,gültig
202012,"09401431",Allende I,5445,"09",3.31201,2,2,,,,5.78512,2,2,17.77379,2,2,0.76545,2,4,,,,-0.96222,2,3,-1.72428,2,3,gültig
202012,"09401432",Siedlung Kämmereiheide,1569,"09",2.95359,2,2,,,,7.1383,2,2,16.91729,2,2,0.41036,2,4,,,,0.91237,3,4,0.84586,2,4,gültig
202012,"09401433",Allende II,4368,"09",5.28286,2,3,,,,8.97436,2,2,26.99115,2,3,0.59357,2,4,,,,-1.41441,2,2,-2.70234,2,2,gültig
202012,"09401534",Altstadt Köpenick,7337,"09",6.14275,2,4,,,,14.22925,2,3,29.67742,2,3,0.39725,2,4,,,,-2.27054,2,1,-3.84531,2,2,gültig
202012,"09401635",Müggelheim,6867,"09",1.48906,1,1,,,,2.06786,1,1,3.83352,1,1,0.67092,2,4,,,,-0.0935,2,3,-1.06493,2,3,gültig
202012,"09501736",Hirschgarten,4575,"09",5.06375,2,3,,,,6.31694,2,2,10.36269,2,2,-0.29339,1,3,,,,-0.92912,2,3,-3.79502,2,2,gültig
202012,"09501737",Alt-Friedrichshagen,14434,"09",2.28068,2,2,,,,3.67189,1,1,6.83102,1,1,0.62429,2,4,,,,-0.28365,2,3,-0.93393,2,3,gültig
202012,"09501838",Rahnsdorf,9856,"09",2.21396,2,2,,,,3.58157,1,1,7.96394,2,1,0.72168,2,4,,,,0.47932,2,4,2.29465,2,5,gültig
202012,"09501939",Bahnhofstraße,6377,"09",3.76884,2,2,,,,6.17845,2,2,11.58605,2,2,0.99377,2,4,,,,-0.93024,2,3,0.04306,2,4,gültig
202012,"09501940",Güterbahnhof Köpenick,2678,"09",5.32139,2,3,,,,7.99104,2,2,20.1087,2,3,0.99421,2,4,,,,-0.69798,2,3,1.57929,2,4,gültig
202012,"09501941",Friedrichshagener Straße,2678,"09",2.57669,2,2,,,,3.92084,2,1,8.55019,2,1,0.86458,2,4,,,,0.17609,2,4,1.65364,2,4,gültig
202012,"09502042",Mittelheide,4106,"09",2.77344,2,2,,,,3.53142,1,1,6.00375,1,1,0.45622,2,4,,,,-1.70549,2,2,-3.05213,2,2,gültig
202012,"09502043",Dammheide,9188,"09",2.86242,2,2,,,,3.87462,2,1,9.0625,2,1,0.49822,2,4,,,,-0.77105,2,3,-1.58772,2,3,gültig
202012,"10100101",Marzahn West,5709,"10",6.20429,2,4,,,,20.40638,3,5,38.77756,2,4,0.21407,2,4,,,,-2.49,1,1,-6.05003,1,1,gültig
202012,"10100102",Rosenbecker Straße,3317,"10",7.75296,2,4,,,,21.1637,3,5,49.45652,3,5,-0.02482,1,3,,,,-3.04842,1,1,-1.33434,2,3,gültig
202012,"10100103",Wittenberger Straße,7685,"10",6.31558,2,4,,,,18.07417,3,4,36.85897,2,4,0.83504,2,4,,,,-1.07959,2,2,-2.24994,2,2,gültig
202012,"10100104",Golliner Straße,7611,"10",6.36023,2,4,,,,19.69518,3,4,39.47001,2,4,1.02935,2,5,,,,-4.2902,1,1,-6.66847,1,1,gültig
202012,"10100205",Gewerbegebiet Bitterfelder Straße,1262,"10",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,ungültig (Ausreißer)
202012,"10100206",Wuhletalstraße,10586,"10",6.50468,2,4,,,,17.62705,2,4,39.9546,2,4,1.0713,2,5,,,,-2.4995,1,1,-2.98785,2,2,gültig
202012,"10100207",Ahrensfelder Berge,8198,"10",6.53757,2,4,,,,16.18687,2,4,39.47368,2,4,1.1754,2,5,,,,-3.03731,1,1,-3.99766,2,2,gültig
202012,"10100208",Bürgerpark,9163,"10",6.67983,2,4,,,,15.37706,2,4,45.50669,3,5,1.58624,2,5,,,,-1.91074,2,2,-1.36831,2,3,gültig
202012,"10100209",Lea-Grundig-Straße,8153,"10",4.48475,2,3,,,,13.41837,2,3,30.48298,2,4,0.33163,2,4,,,,-1.49279,2,2,-4.27791,2,1,gültig
202012,"10100210",Marzahner Promenade,10782,"10",5.98398,2,3,,,,13.99555,2,3,32.78036,2,4,1.13438,2,5,,,,-1.62916,2,2,-4.42281,2,1,gültig
202012,"10100311",Marzahner Chaussee,2228,"10",5.95483,2,3,,,,7.45063,2,2,9.24092,2,1,1.85086,2,5,,,,0.91199,3,4,0.08599,2,4,gültig
202012,"10100312",Springpfuhl,14860,"10",4.68786,2,3,,,,11.02961,2,3,25.01348,2,3,0.48296,2,4,,,,-1.49905,2,2,-6.39446,1,1,gültig
202012,"10100313",Alt-Marzahn,4793,"10",3.85518,2,2,,,,8.88796,2,2,21.73145,2,3,0.50668,2,4,,,,-0.85682,2,3,-4.62838,2,1,gültig
202012,"10100314",Auersbergstraße,6309,"10",5.02907,2,3,,,,9.33587,2,2,24.20307,2,3,1.41092,2,5,,,,-1.82019,2,2,-2.95311,2,2,gültig
202012,"10100315",Bärenstein,7171,"10",5.21617,2,3,,,,12.38321,2,3,31.80934,2,4,0.6353,2,4,,,,-1.54084,2,2,-0.26613,2,3,gültig
202012,"10100316",Landsberger Tor,3681,"10",1.95896,1,1,,,,7.5523,2,2,14.21233,2,2,-0.02213,1,3,,,,0.27219,2,4,-2.15458,2,2,gültig
202012,"10200417",Zossener Straße,7171,"10",8.72497,3,5,,,,23.65082,4,5,43.45127,3,5,1.00122,2,5,,,,-4.95196,1,1,-5.64078,1,1,gültig
202012,"10200418",Kyritzer Straße,5445,"10",4.61216,2,3,,,,13.37006,2,3,30.80808,2,4,-0.02962,1,3,,,,-2.23944,2,1,-3.98961,2,2,gültig
202012,"10200419",Havelländer Ring,3564,"10",5.93449,2,3,,,,16.24579,2,4,34.07155,2,4,-0.54544,1,3,,,,-7.58655,1,1,-14.90456,1,1,gültig
202012,"10200420",Gut Hellersdorf,7159,"10",8.06221,3,5,,,,21.21805,3,5,48.57143,3,5,2.60766,3,6,,,,0.27836,2,4,2.77242,3,5,gültig
202012,"10200421",Helle Mitte,1716,"10",3.79225,2,2,,,,15.26807,2,4,28.98551,2,3,-0.50068,1,3,,,,-4.06367,1,1,-11.39911,1,1,gültig
202012,"10200422",Hellersdorfer Promenade,6503,"10",10.89815,4,5,,,,27.44887,4,5,53.66044,4,5,3.4229,3,6,,,,-1.55044,2,2,-4.65799,2,1,gültig
202012,"10200423",Böhlener Straße,5929,"10",7.66415,2,4,,,,21.20088,3,5,42.70367,3,5,1.67627,2,5,,,,-3.36518,1,1,-5.57219,1,1,gültig
202012,"10200524",Adele-Sandrock-Straße,9975,"10",3.78657,2,2,,,,11.6391,2,3,31.89003,2,4,0.79803,2,4,,,,0.98025,3,4,6.05084,3,6,gültig
202012,"10200525",Schleipfuhl,5317,"10",7.94292,3,4,,,,21.0457,3,5,43.37349,3,5,1.72448,2,5,,,,1.15485,3,5,2.4774,2,5,gültig
202012,"10200526",Boulevard Kastanienallee,6111,"10",7.82567,2,4,,,,24.59499,4,5,46.76259,3,5,1.18924,2,5,,,,-1.71132,2,2,-1.90743,2,3,gültig
202012,"10200627",Am Kienberg,3465,"10",4.65303,2,3,,,,12.23665,2,3,29.23077,2,3,0.53303,2,4,,,,-2.19756,2,1,-9.04674,1,1,gültig
202012,"10200628",Neue Grottkauer Straße,6342,"10",7.59693,2,4,,,,21.90161,4,5,43.44828,3,5,0.75282,2,4,,,,-2.93644,1,1,-4.02254,2,1,gültig
202012,"10200629",Teterower Ring,8919,"10",4.41878,2,3,,,,9.24992,2,2,24.68124,2,3,1.35831,2,5,,,,-0.91918,2,3,-1.34747,2,3,gültig
202012,"10200630",Cecilienplatz,6487,"10",3.99709,2,2,,,,10.4825,2,3,25.82278,2,3,0.39434,2,4,,,,-0.28815,2,3,0.65895,2,4,gültig
