blknr,PLR_ID,PLR_NAME,electricity_mwh_2022,electricity_mwh_2021,electricity_mwh_2020,district_heating_mwh_2022,district_heating_mwh_2021,district_heating_mwh_2020,gas_mwh_2022,gas_mwh_2021,gas_mwh_2020
155010,03300516,Heinersdorf,37.185,39.362,39.916,,,,2114.509,2203.035,1888.895
155011,03300516,Heinersdorf,84.457,83.436,77.027,,,,391.812,479.767,416.324
155012,03300516,Heinersdorf,147.481,159.043,152.118,,,,478.524,600.756,543.516
155013,03300516,Heinersdorf,92.637,94.113,90.769,,,,430.127,523.473,499.843
155014,03300516,Heinersdorf,1607.915,1623.474,1540.22,,,,3513.906,4266.878,3553.52
155015,03300516,Heinersdorf,1259.856,1305.489,1365.289,,,,2860.794,2881.002,2502.289
155016,03300516,Heinersdorf,377.77,378.265,364.829,,,,1641.867,1796.766,1555.166
155017,03300516,Heinersdorf,168.659,188.109,193.061,,,,1084.411,1379.326,1344.275
155018,03300516,Heinersdorf,153.108,166.036,157.47,,,,632.066,692.793,636.279
155020,03300516,Heinersdorf,64.902,95.648,86.536,,,,334.405,405.361,331.987
155021,03300516,Heinersdorf,30.185,78.593,84.496,,,,317.111,397.106,374.686
155022,03300516,Heinersdorf,173.867,186.528,189.638,,,,397.337,489.466,332.152
155023,03300516,Heinersdorf,79.225,86.145,81.154,,,,365.299,472.74,390.013
155024,03300516,Heinersdorf,39.414,42.66,39.598,,,,270.578,356.408,312.703
155025,03300516,Heinersdorf,59.707,65.631,68.932,,,,282.448,349.366,300.163
155026,03300516,Heinersdorf,,,,,,,,,
155027,03300516,Heinersdorf,114.631,109.666,93.032,,,,509.078,609.338,577.055
155028,03300516,Heinersdorf,95.945,99.112,101.158,,,,409.896,544.774,474.626
155029,03300516,Heinersdorf,67.154,69.5,66.702,,,,307.193,397.514,356.853
155030,03300516,Heinersdorf,119.343,118.115,114.826,,,,637.331,798.471,729.765
155031,03300516,Heinersdorf,166.637,156.831,149.717,,,,786.911,984.75,793.085
155032,03300516,Heinersdorf,49.817,59.972,51.241,,,,253.458,248.423,182.876
155033,03300516,Heinersdorf,,,,,,,,,
155034,03300516,Heinersdorf,564.437,644.431,723.407,,,,1563.8,1078.869,1383.099
155035,03300516,Heinersdorf,,,,,,,,,
155036,03300516,Heinersdorf,270.009,273.454,263.785,,,,1350.838,1597.869,1462.447
155037,03300516,Heinersdorf,151.492,171.477,167.353,,,,303.787,382.797,327.198
155038,03300516,Heinersdorf,357.19,382.925,368.408,,,,847.664,1001.108,852.96
155041,03300516,Heinersdorf,,,,,,,,,
155042,03300516,Heinersdorf,204.819,368.424,350.012,,,,1019.565,1171.189,1035.281
155043,03300516,Heinersdorf,41.53,48.857,51.231,,,,160.623,193.735,163.579
155044,03300516,Heinersdorf,48.712,60.117,60.973,,,,260.341,309.596,276.1
155045,03300516,Heinersdorf,53.543,88.801,93.471,,,,455.336,499.81,585.756
155046,03300516,Heinersdorf,,,,,,,,,
155047,03300516,Heinersdorf,62.681,60.854,60.193,,,,231.233,282.14,254.923
155048,03300516,Heinersdorf,68.637,96.914,92.952,,,,242.559,297.477,250.482
155049,03300516,Heinersdorf,165.882,163.353,153.177,,,,335.178,402.538,327.828
155050,03300516,Heinersdorf,322.06,411.129,383.585,,,,378.981,431.17,381.503
155051,03300516,Heinersdorf,,,,,,,80.984,95.284,86.39
155052,03300516,Heinersdorf,520.289,514.316,531.618,,,,,,
155053,03300516,Heinersdorf,43.971,46.052,46.493,,,,111.055,143.265,129.81
155054,03300516,Heinersdorf,262.142,277.041,272.281,,,,695.458,788.268,722.891
155055,03300516,Heinersdorf,199.135,226.579,214.587,,,,495.191,579.361,478.692
155056,03300516,Heinersdorf,143.598,145.82,135.072,,,,421.252,504.461,479.483
155057,03300516,Heinersdorf,111.724,116.592,198.36,,,,261.966,315.309,273.449
155058,03300516,Heinersdorf,35.625,40.154,37.773,,,,171.65,197.799,188.747
155059,03300516,Heinersdorf,74.569,76.178,74.795,,,,76.589,96.764,86.82
155060,03300516,Heinersdorf,125.951,141.836,125.244,,,,367.072,438.762,374.634
155061,03300516,Heinersdorf,77.675,82.573,81.475,,,,139.412,176.818,151.11
155062,03300516,Heinersdorf,89.841,93.493,83.225,,,,367.123,462.291,388.654
155063,03300516,Heinersdorf,63.295,79.457,73.815,,,,208.484,240.966,213.248
155064,03300516,Heinersdorf,,,,,,,,,
155067,03300516,Heinersdorf,158.902,169.011,158.659,,,,423.989,503.468,483.986
155068,03300516,Heinersdorf,98.259,,,,,,,,
155069,03300516,Heinersdorf,167.95,163.992,149.279,,,,,286.721,56.883
155070,03300516,Heinersdorf,201.346,251.267,236.142,,,,269.222,317.079,269.459
155505,03300516,Heinersdorf,,,,,,,,,
155601,03300516,Heinersdorf,387.18,462.718,452.167,,,,1638.016,1922.244,1839.147
155602,03300516,Heinersdorf,768.868,564.263,862.51,,,,1368.384,1486.69,1384.279
155603,03300516,Heinersdorf,228.696,234.158,212.182,,,,871.682,886.137,823.416
155604,03300516,Heinersdorf,324.856,346.273,335.771,,,,1020.949,1238.38,1129.003
155605,03300516,Heinersdorf,88.566,87.279,84.558,,,,249.567,314.952,279.626
155606,03300516,Heinersdorf,517.797,456.63,460.913,,,,1395.039,1599.795,1466.409
155607,03300516,Heinersdorf,20.888,,,,,,85.625,99.353,90.354
155608,03300516,Heinersdorf,307.942,326.855,309.248,,,,885.036,1069.504,968.332
155900,03300516,Heinersdorf,,,,,,,,,
155902,03300516,Heinersdorf,277.683,,,,,,,,
155903,03300516,Heinersdorf,,,,,,,,,
155904,03300516,Heinersdorf,93.664,14.873,,,,,,,
156001,03300514,Blankenburg,203.705,215.441,209.595,,,,208.515,216.29,173.623
156002,03300514,Blankenburg,26.627,28.745,25.637,,,,,,
156003,03300514,Blankenburg,1387.245,1575.777,1400.691,,,,1440.393,1658.986,1450.136
156004,03300514,Blankenburg,66.507,71.182,75.193,,,,61.007,86.908,75.248
156005,03300514,Blankenburg,163.497,172.953,171.191,,,,104.877,135.402,121.328
156006,03300514,Blankenburg,183.701,192.877,195.044,,,,186.131,218.135,204.939
156007,03300514,Blankenburg,19.257,20.445,17.926,,,,,,
156008,03300514,Blankenburg,44.396,48.585,47.406,,,,,,
156013,03300514,Blankenburg,187.164,218.182,196.45,,,,834.238,934.117,851.376
156014,03300514,Blankenburg,164.525,168.862,167.255,,,,714.303,893.075,801.122
156015,03300514,Blankenburg,180.752,183.12,184.168,,,,726.092,870.452,775.873
156016,03300514,Blankenburg,219.997,214.595,219.785,,,,791.53,959.543,855.055
156017,03300514,Blankenburg,527.146,482.41,508.824,,,,1890.36,2300.549,1827.108
156018,03300514,Blankenburg,224.547,194.892,206.991,,,,594.351,658.785,513.727
156019,03300514,Blankenburg,498.635,511.622,449.378,,,,6461.553,7288.109,6844.228
156020,03300514,Blankenburg,196.275,195.882,188.805,,,,349.535,421.268,379.686
156021,03300514,Blankenburg,93.783,90.24,85.439,,,,307.919,363.89,326.487
156022,03300514,Blankenburg,207.383,244.876,240.784,,,,528.876,601.739,520.928
156023,03300514,Blankenburg,313.433,400.542,518.98,,,,1160.637,896.782,1006.209
156024,03300514,Blankenburg,14.625,,,,,,,56.553,55.815
156025,03300514,Blankenburg,,,,,,,,,
156026,03300514,Blankenburg,217.602,209.525,214.439,,,,978.222,1045.551,981.197
156027,03300514,Blankenburg,82.151,81.721,80.873,,,,355.551,435.063,401.175
156028,03300514,Blankenburg,134.41,144.064,134.811,,,,551.728,650.917,595.36
156029,03300514,Blankenburg,105.164,107.736,86.897,,,,249.695,309.178,272.131
156030,03300514,Blankenburg,86.664,91.785,87.054,,,,398.429,478.732,425.552
156031,03300514,Blankenburg,77.275,82.141,76.55,,,,195.583,245.841,218.319
156032,03300514,Blankenburg,,,,,,,,,
156033,03300514,Blankenburg,190.323,185.431,167.856,,,,403.22,497.778,465.536
156034,03300514,Blankenburg,136.236,154.052,160.503,,,,485.136,590.661,516.116
156035,03300514,Blankenburg,,,,,,,,,
156036,03300514,Blankenburg,18.742,,,,,,100.634,121.594,98.325
156037,03300514,Blankenburg,126.371,123.915,114.585,,,,326.213,367.737,341.734
156038,03300514,Blankenburg,124.283,128.363,132.496,,,,511.432,628.224,541.506
156039,03300514,Blankenburg,60.011,53.846,53.161,,,,244.181,344.363,303.836
156040,03300514,Blankenburg,71.091,72.551,70.608,,,,274.951,315.423,275.769
156041,03300514,Blankenburg,149.258,149.035,140.449,,,,560.347,689.697,578.246
156042,03300514,Blankenburg,51.206,52.86,55.545,,,,216.146,271.369,240.874
156043,03300514,Blankenburg,68.935,63.858,58.979,,,,289.473,322.759,283.493
156044,03300514,Blankenburg,150.313,175.816,168.092,,,,586.282,742.192,636.436
156045,03300514,Blankenburg,18.93,59.985,59.111,,,,333.802,408.009,328.612
156046,03300514,Blankenburg,,88.397,77.884,,,,233.887,309.833,291.563
156047,03300514,Blankenburg,30.555,182.125,152.763,,,,467.552,554.168,491.779
156048,03300514,Blankenburg,77.081,162.254,145.821,,,,215.454,260.095,254.081
156049,03300514,Blankenburg,124.833,128.069,115.546,,,,418.366,506.261,464.88
156050,03300514,Blankenburg,67.145,70.391,72.239,,,,232.246,275.568,215.594
156051,03300514,Blankenburg,42.343,74.889,75.764,,,,220.18,261.12,222.807
156052,03300514,Blankenburg,52.282,72.148,71.027,,,,187.076,221.261,199.493
156053,03300514,Blankenburg,88.627,90.707,91.847,,,,401.856,445.447,428.569
156054,03300514,Blankenburg,56.206,137.842,121.034,,,,417.733,525.451,471.553
156055,03300514,Blankenburg,31.2,50.011,48.781,,,,174.546,212.844,192.134
156056,03300514,Blankenburg,26.815,78.606,68.377,,,,308.038,234.895,165.779
156057,03300514,Blankenburg,12.9,,,,,,,,
156058,03300514,Blankenburg,23.406,,,,,,56.475,69.308,70.123
156059,03300514,Blankenburg,,,,,,,,,
156060,03300514,Blankenburg,,,,,,,,71.235,63.816
156061,03300514,Blankenburg,,317.811,311.944,,,,788.83,964.194,818.207
156062,03300514,Blankenburg,,,,,,,,,
156063,03300514,Blankenburg,,,,,,,,70.857,62.566
156064,03300514,Blankenburg,,,,,,,,,
156065,03300514,Blankenburg,22.492,81.148,77.657,,,,223.387,268.067,231.866
156066,03300514,Blankenburg,26.829,110.397,111.447,,,,292.808,356.054,294.275
156067,03300514,Blankenburg,640.721,643.67,607.377,,,,1001.013,1203.213,938.659
156068,03300514,Blankenburg,136.797,78.687,75.494,,,,317.532,370.312,353.844
156069,03300514,Blankenburg,74.729,72.405,76.9,,,,334.423,391.626,320.415
156070,03300514,Blankenburg,63.567,62.935,61.124,,,,435.011,502.721,447.064
156071,03300514,Blankenburg,229.509,234.771,223.609,,,,900.39,1104.413,993.946
156072,03300514,Blankenburg,107.727,110.185,98.307,,,,336.023,385.603,343.615
156073,03300514,Blankenburg,149.024,151.435,143.116,,,,541.27,692.85,601.462
156074,03300514,Blankenburg,86.415,88.108,76.255,,,,384.294,417.477,359.59
156075,03300514,Blankenburg,160.315,167.932,157.715,,,,452.601,584.469,534.488
156076,03300514,Blankenburg,33.875,32.496,33.784,,,,103.072,121.671,106.947
156077,03300514,Blankenburg,175.256,170.554,157.589,,,,850.352,1014.732,913.563
156078,03300514,Blankenburg,93.621,81.17,84.858,,,,426.403,543.105,493.611
156079,03300514,Blankenburg,56.893,49.709,51.22,,,,244.755,306.31,253.551
156080,03300514,Blankenburg,67.112,71.961,68.324,,,,259.329,300.882,294.43
156081,03300514,Blankenburg,63.062,69.774,58.71,,,,294.185,393.374,392.826
156082,03300514,Blankenburg,76.358,84.474,82.587,,,,375.067,469.245,405.856
156083,03300514,Blankenburg,504.973,611.405,562.311,,,,841.133,1001.027,956.146
156084,03300514,Blankenburg,254.761,281.402,257.155,,,,886.79,1106.144,933.294
156085,03300514,Blankenburg,78.505,81.801,76.043,,,,333.471,366.41,362.87
156086,03300514,Blankenburg,108.898,111.548,133.037,,,,381.21,427.19,325.216
156087,03300514,Blankenburg,95.539,113.054,123.658,,,,269.739,320.64,278.657
156088,03300514,Blankenburg,119.872,123.585,122.493,,,,450.04,566.423,508.069
156089,03300514,Blankenburg,109.62,135.755,132.968,,,,490.157,595.643,542.664
156090,03300514,Blankenburg,220.504,241.641,227.241,,,,879.636,1009.154,893.355
156091,03300514,Blankenburg,94.053,93.56,92.316,,,,377.441,475.826,430.44
156092,03300514,Blankenburg,127.405,119.439,99.565,,,,359.445,428.052,391.567
156093,03300514,Blankenburg,113.678,136.322,121.661,,,,463.925,614.516,543.522
156094,03300514,Blankenburg,145.895,154.212,152.522,,,,677.384,846.644,721.561
156095,03300514,Blankenburg,174.535,193.833,184.331,,,,761.72,952.142,853.289
156096,03300514,Blankenburg,160.317,154.877,148.17,,,,615.637,726.437,675.392
156097,03300514,Blankenburg,69.663,107.54,101.864,,,,443.301,541.387,499.685
156098,03300514,Blankenburg,92.503,128.356,119.963,,,,431.918,493.771,475.656
156099,03300514,Blankenburg,39.067,43.622,47.446,,,,229.461,256.652,244.599
156100,03300514,Blankenburg,64.147,64.299,63.375,,,,287.971,333.865,304.473
156101,03300514,Blankenburg,,,,,,,,,
156102,03300514,Blankenburg,,,,,,,,,
156103,03300514,Blankenburg,,,,,,,,,
156104,03300514,Blankenburg,,,,,,,,,
156105,03300514,Blankenburg,,,,,,,,,
156805,03300514,Blankenburg,,,,,,,,,
156901,03300514,Blankenburg,,,,,,,,,
156902,03300514,Blankenburg,,,,,,,,,
156903,03300514,Blankenburg,,,,,,,,,
156904,03300514,Blankenburg,,,,,,,,,
156905,03300514,Blankenburg,,,,,,,,,
156906,03300514,Blankenburg,,,,,,,,,
156907,03300514,Blankenburg,,,,,,,,,
156908,03300514,Blankenburg,,,,,,,,,
156909,03300514,Blankenburg,,,,,,,,,
156009,03300515,Blankenburger Süden,45.72,38.019,40.113,,,,,,
156010,03300515,Blankenburger Süden,16.236,19.053,20.345,,,,,,
156011,03300515,Blankenburger Süden,,,,,,,,,
156012,03300515,Blankenburger Süden,18.652,,,,,,128.049,139.561,86.873
157001,03300412,Karow Bahnhof,,,,,,,,,
157002,03300412,Karow Bahnhof,,,,,,,,,
157003,03300412,Karow Bahnhof,,,,,,,,,
157004,03300412,Karow Bahnhof,278.669,283.946,261.862,,,,1151.637,1296.464,1195.577
157005,03300412,Karow Bahnhof,169.414,173.772,168.86,,,,895.125,1032.531,897.237
157006,03300412,Karow Bahnhof,37.445,39.873,40.801,,,,229.575,310.012,273.292
157007,03300412,Karow Bahnhof,133.158,137.321,134.59,,,,607.866,702.939,650.77
157008,03300412,Karow Bahnhof,94.708,95.042,102.554,,,,444.948,535.718,453.362
157009,03300412,Karow Bahnhof,192.22,232.406,235.617,,,,527.215,655.047,563.988
157010,03300412,Karow Bahnhof,,,,,,,,,
157011,03300412,Karow Bahnhof,30.633,70.822,58.192,,,,331.165,417.411,393.159
157012,03300412,Karow Bahnhof,,,,,,,,78.031,85.634
157013,03300412,Karow Bahnhof,143.777,158.004,159.425,,,,453.58,533.927,459.774
157014,03300412,Karow Bahnhof,,,,,,,,49.023,39.441
157015,03300412,Karow Bahnhof,,,,,,,,,
157016,03300412,Karow Bahnhof,,,,,,,,,
157017,03300412,Karow Bahnhof,59.194,62.372,54.214,,,,178.082,216.875,184.446
157018,03300412,Karow Bahnhof,55.773,59.57,61.86,,,,286.214,349.357,316.436
157019,03300412,Karow Bahnhof,43.713,49.069,45.732,,,,183.209,232.19,232.149
157020,03300412,Karow Bahnhof,82.847,86.738,80.624,,,,387.189,480.297,431.282
157021,03300412,Karow Bahnhof,77.864,75.934,69.183,,,,235.332,282.037,247.962
157022,03300412,Karow Bahnhof,,,,,,,,,
157023,03300412,Karow Bahnhof,143.987,148.418,133.989,,,,607.284,731.771,648.253
157024,03300412,Karow Bahnhof,172.437,171.102,164.059,,,,696.847,864.671,786.576
157025,03300412,Karow Bahnhof,289.723,297.858,283.064,,,,1002.845,1226.492,1073.166
157026,03300412,Karow Bahnhof,143.866,181.77,137.636,,,,600.918,717.927,623.646
157027,03300412,Karow Bahnhof,126.413,111.489,96.17,,,,562.628,667.463,605.467
157028,03300412,Karow Bahnhof,90.638,98.598,86.902,,,,508.675,645.443,568.661
157029,03300412,Karow Bahnhof,79.378,76.731,80.617,,,,683.398,814.263,684.467
157030,03300412,Karow Bahnhof,98.196,91.41,88.773,,,,472.813,564.082,490.889
157031,03300412,Karow Bahnhof,169.387,166.837,181.923,,,,925.798,1152.274,1029.917
157032,03300412,Karow Bahnhof,95.644,98.137,93.2,,,,332.505,418.204,382.969
157033,03300412,Karow Bahnhof,106.022,111.572,116.096,,,,647.077,765.443,637.494
157034,03300412,Karow Bahnhof,55.332,55.157,53.319,,,,303.798,361.134,299.697
157035,03300412,Karow Bahnhof,479.955,542.322,522.292,,,,1599.117,1773.344,1519.784
157036,03300412,Karow Bahnhof,97.552,163.161,150.005,,,,712.78,828.57,731.96
157037,03300412,Karow Bahnhof,42.186,96.716,93.569,,,,493.739,582.208,535.049
157038,03300412,Karow Bahnhof,110.364,104.481,108.082,,,,644.424,808.536,690.98
157039,03300412,Karow Bahnhof,136.331,139.949,140.812,,,,691.902,862.071,739.446
157040,03300412,Karow Bahnhof,117.638,129.023,120.119,,,,604.995,729.342,622.835
157041,03300412,Karow Bahnhof,176.542,197.824,160.529,,,,558.727,652.135,628.066
157042,03300412,Karow Bahnhof,39.267,40.306,40.526,,,,198.834,237.473,207.27
157043,03300412,Karow Bahnhof,59.917,61.112,57.407,,,,149.208,182.132,169.296
157044,03300412,Karow Bahnhof,53.1,57.504,47.652,,,,238.046,252.597,210.903
157045,03300412,Karow Bahnhof,81.063,79.155,77.947,,,,263.173,306.537,270.921
157046,03300412,Karow Bahnhof,66.8,66.781,66.274,,,,183.064,207.216,175.825
157047,03300412,Karow Bahnhof,,,,,,,,,
157048,03300412,Karow Bahnhof,147.23,170.24,157.061,,,,403.869,480.145,416.132
157049,03300412,Karow Bahnhof,46.75,49.404,47.181,,,,158.552,200.793,178.295
157050,03300412,Karow Bahnhof,,,,,,,,,
157051,03300412,Karow Bahnhof,99.459,98.339,95.294,,,,296.585,371.744,318.64
157052,03300412,Karow Bahnhof,124.943,140.398,146.415,,,,641.848,749.447,691.963
157053,03300412,Karow Bahnhof,122.751,121.299,115.265,,,,628.463,739.688,676.728
157054,03300412,Karow Bahnhof,55.601,47.025,50.167,,,,330.701,432.336,374.205
157055,03300412,Karow Bahnhof,,,,,,,,,
157056,03300412,Karow Bahnhof,,,,,,,78.95,92.42,82.53
157057,03300412,Karow Bahnhof,,94.939,93.618,,,,91.633,115.78,113.278
157058,03300412,Karow Bahnhof,28.216,65.374,67.498,,,,275.181,329.164,286.129
157059,03300412,Karow Bahnhof,35.65,105.287,113.062,,,,599.916,704.701,647.454
157140,03300412,Karow Bahnhof,434.019,444.648,440.347,,,,1523.897,1784.734,1589.68
157141,03300412,Karow Bahnhof,294.813,295.785,315.67,,,,988.353,1128.09,928.482
157142,03300412,Karow Bahnhof,91.559,104.323,88.927,,,,283.321,348.744,313.581
157143,03300412,Karow Bahnhof,112.581,107.134,106.425,,,,628.371,796.848,665.322
157144,03300412,Karow Bahnhof,66.397,59.619,55.605,,,,322.251,388.732,340.114
157145,03300412,Karow Bahnhof,175.946,184.266,159.93,,,,875.368,1075.538,935.946
157146,03300412,Karow Bahnhof,94.828,98.317,92.014,,,,553.504,642.468,554.875
157147,03300412,Karow Bahnhof,74.447,72.311,70.862,,,,312.156,373.435,320.86
157148,03300412,Karow Bahnhof,209.348,202.365,253.823,,,,914.704,1089.203,1014.456
157149,03300412,Karow Bahnhof,242.034,247.694,245.445,,,,783.561,943.539,782.405
157150,03300412,Karow Bahnhof,399.908,388.572,400.208,,,,271.307,260.992,254.246
157151,03300412,Karow Bahnhof,107.827,117.999,116.937,,,,376.41,498.398,455.934
157152,03300412,Karow Bahnhof,78.376,81.207,76.943,,,,320.717,411.93,376.446
157153,03300412,Karow Bahnhof,,,,,,,,,
157154,03300412,Karow Bahnhof,138.065,145.549,133.715,,,,458.734,511.036,448.424
157155,03300412,Karow Bahnhof,83.385,92.317,104.398,,,,211.705,252.416,229.358
157156,03300412,Karow Bahnhof,131.192,140.166,125.394,,,,484.048,574.767,478.569
157157,03300412,Karow Bahnhof,80.338,80.467,84.246,,,,256.77,312.671,249.134
157158,03300412,Karow Bahnhof,220.228,218.393,210.365,,,,867.838,1016.522,911.636
157159,03300412,Karow Bahnhof,137.975,139.919,138.36,,,,325.703,426.665,386.46
157160,03300412,Karow Bahnhof,116.48,120.721,114.704,,,,459.285,567.291,500.18
157161,03300412,Karow Bahnhof,132.927,127.72,131.026,,,,263.311,333.58,297.036
157900,03300412,Karow Bahnhof,,,,,,,,,
157903,03300412,Karow Bahnhof,,,,,,,,,
157904,03300412,Karow Bahnhof,,,,,,,,,
157905,03300412,Karow Bahnhof,,,,,,,,,
157906,03300412,Karow Bahnhof,,,,,,,,,
157907,03300412,Karow Bahnhof,,,,,,,,,
157908,03300412,Karow Bahnhof,,,,,,,,,
157909,03300412,Karow Bahnhof,,,,,,,,,
157060,03300413,Karow Ost,,102.719,99.973,,,,276.544,336.044,286.268
157061,03300413,Karow Ost,,97.189,91.709,,,,445.509,520.613,491.298
157062,03300413,Karow Ost,,104.311,107.9,,,,290.647,390.632,372.753
157063,03300413,Karow Ost,,224.306,213.23,,,,476.8,545.405,488.139
157064,03300413,Karow Ost,15.912,136.755,133.903,,,,378.613,444.25,389.08
157065,03300413,Karow Ost,,128.754,117.221,,,,537.265,605.709,511.978
157066,03300413,Karow Ost,180.757,138.39,127.522,,,,579.933,709.205,578.193
157067,03300413,Karow Ost,,112.818,108.448,,,,398.581,490.168,416.457
157069,03300413,Karow Ost,,84.418,64.672,,,,226.215,279.397,236.372
157070,03300413,Karow Ost,,66.83,61.839,,,,178.543,219.772,211.015
157071,03300413,Karow Ost,,49.048,47.982,,,,179.935,216.943,201.693
157072,03300413,Karow Ost,,78.905,82.704,,,,341.636,428.037,369.3
157073,03300413,Karow Ost,,67.407,56.398,,,,228.288,262.033,210.976
157074,03300413,Karow Ost,,,,,,,,,
157075,03300413,Karow Ost,,430.058,421.901,,,,,,
157076,03300413,Karow Ost,,30.662,27.903,,,,102.22,140.925,117.544
157077,03300413,Karow Ost,,208.972,205.468,,,,726.206,825.349,691.435
157078,03300413,Karow Ost,87.082,185.042,170.148,,,,566.515,661.752,589.074
157079,03300413,Karow Ost,147.117,249.099,252.809,,,,1191.911,1365.254,1186.01
157080,03300413,Karow Ost,,,,,,,,,
157081,03300413,Karow Ost,,118.945,116.3,,,,390.061,447.02,411.665
157082,03300413,Karow Ost,,31.769,26.756,,,,77.785,99.224,75.407
157083,03300413,Karow Ost,,358.202,323.205,,,,806.695,996.47,891.014
157084,03300413,Karow Ost,,31.164,34.547,,,,136.517,155.903,180.103
157085,03300413,Karow Ost,,,,,,,,,
157086,03300413,Karow Ost,,169.946,165.245,,,,405.316,483.688,424.951
157087,03300413,Karow Ost,,44.898,40.726,,,,119.779,142.389,124.007
157088,03300413,Karow Ost,,36.891,36.451,,,,112.843,149.377,127.89
157089,03300413,Karow Ost,,36.678,37.143,,,,,53.472,47.475
157090,03300413,Karow Ost,,,,,,,,,
157091,03300413,Karow Ost,,,,,,,,,
157092,03300413,Karow Ost,24.861,21.787,23.549,,,,,,
157093,03300413,Karow Ost,378.309,335.959,296.379,,,,761.704,631.122,610.491
157094,03300413,Karow Ost,10.582,74.674,70.618,,,,275.374,338.528,291.609
157095,03300413,Karow Ost,,,,,,,,,
157096,03300413,Karow Ost,18.077,,,,,,,,
157097,03300413,Karow Ost,84.586,144.068,106.891,,,,584.459,683.76,544.785
157098,03300413,Karow Ost,63.726,71.677,81.289,,,,226.952,304.449,273.362
157099,03300413,Karow Ost,183.411,207.15,201.913,,,,715.091,902.926,786.709
157100,03300413,Karow Ost,165.459,180.4,165.667,,,,458.108,554.908,469.615
157101,03300413,Karow Ost,185.974,222.146,198.455,,,,490.309,584.714,526.898
157102,03300413,Karow Ost,83.675,119.959,122.443,,,,446.756,537.126,466.6
157103,03300413,Karow Ost,38.27,81.727,78.569,,,,333.506,417.468,356.175
157104,03300413,Karow Ost,71.043,202.731,168.099,,,,456.281,568.23,497.695
157105,03300413,Karow Ost,68.808,86.418,73.773,,,,284.913,351.847,313.458
157649,03300413,Karow Ost,50.249,100.509,105.077,,,,556.623,693.632,610.945
157650,03300413,Karow Ost,,47.134,44.114,,,,92.733,125.071,108.364
157111,03300411,Karow Nord,89.289,96.912,85.067,,,,393.371,461.676,405.572
157112,03300411,Karow Nord,37.186,40.704,36.238,,,,152.325,188.713,177.83
157113,03300411,Karow Nord,,,,,,,,84.965,74.524
157114,03300411,Karow Nord,123.847,113.094,106.428,,,,485.731,588.93,532.368
157115,03300411,Karow Nord,124.519,108.269,102.299,,,,466.258,562.507,491.391
157116,03300411,Karow Nord,28.811,27.935,20.451,,,,181.026,215.904,190.818
157117,03300411,Karow Nord,49.767,50.31,51.208,,,,153.573,190.156,172.927
157118,03300411,Karow Nord,31.4,31.638,30.991,,,,137.492,151.468,132.506
157120,03300411,Karow Nord,83.513,81.036,78.315,,,,414.562,478.945,438.881
157121,03300411,Karow Nord,134.902,130.534,134.122,,,,537.551,644.626,583.931
157124,03300411,Karow Nord,132.947,151.756,148.003,,,,686.541,819.142,752.447
157125,03300411,Karow Nord,116.27,128.097,115.927,,,,513.405,649.046,579.801
157126,03300411,Karow Nord,,,,,,,,,
157127,03300411,Karow Nord,132.747,135.575,128.605,,,,608.062,733.934,681.607
157132,03300411,Karow Nord,26.661,27.215,24.917,,,,68.654,67.008,52.742
157133,03300411,Karow Nord,35.534,39.19,33.872,,,,97.547,123.183,109.7
157139,03300411,Karow Nord,74.752,72.276,68.852,,,,227.368,272.313,236.894
157162,03300411,Karow Nord,146.111,151.368,150.635,518.417,596.675,535.201,,,
157163,03300411,Karow Nord,304.683,318.984,309.285,844.625,951.774,970.7,,,
157501,03300411,Karow Nord,,,,,,,,,
157601,03300411,Karow Nord,192.044,190.248,198.105,,,,664.439,765.545,679.042
157602,03300411,Karow Nord,62.371,68.368,64.597,158.664,158.664,172.346,116.944,130.449,97.486
157603,03300411,Karow Nord,69.162,66.284,68.268,155.244,156.177,174.741,98.699,137.449,126.211
157604,03300411,Karow Nord,829.69,847.283,842.169,,,,,,
157605,03300411,Karow Nord,224.332,241.6,241.724,936.895,1105.257,983.883,,,
157606,03300411,Karow Nord,533.02,548.72,538.271,2015.894,2342.458,2081.37,,,
157607,03300411,Karow Nord,760.918,793.792,765.707,2648.946,3112.94,2780.926,365.981,418.483,331.261
157609,03300411,Karow Nord,493.452,499.366,484.29,1730.74,2005.736,1777.002,,,
157610,03300411,Karow Nord,225.713,243.827,238.351,,,,,,
157611,03300411,Karow Nord,,,,,,,,,
157612,03300411,Karow Nord,185.214,194.426,192.107,,,,,,
157613,03300411,Karow Nord,501.413,497.437,494.255,1905.913,2200.38,1935.062,,,
157614,03300411,Karow Nord,1219.27,1266.173,1229.234,4741.747,5405.86,4761.195,,,
157615,03300411,Karow Nord,70.03,77.814,75.073,,,,280.3,326.39,298.411
157616,03300411,Karow Nord,73.858,67.991,69.109,,,,184.328,268.109,242.467
157619,03300411,Karow Nord,289.733,298.614,298.473,1080.57,1310.858,1155.782,,,
157622,03300411,Karow Nord,96.625,102.634,97.649,,,,,,
157623,03300411,Karow Nord,662.179,661.283,659.692,2300.482,2364.328,2366.675,,,
157624,03300411,Karow Nord,845.236,849.357,822.071,2851.595,3345.998,2988.973,,,
157625,03300411,Karow Nord,,,,,,,,,
157626,03300411,Karow Nord,206.331,244.148,224.58,494.997,577.383,517.308,,,
157627,03300411,Karow Nord,32.008,32.957,30.092,,,,,,
